0.57196,0.91396,0.61636,0.50733
0.48784,0.82632,0.67539,0.51698
0.49921,0.84899,0.68331,0.5015
0.48287,0.90268,0.62898,0.5392
0.52279,0.81249,0.611,0.48012
0.53337,0.93064,0.69852,0.44805
